senseId	entryId	lemma	partOfSpeech	synsetId	subcat
awn4-sb2d57839b0e6	awn4-e4000631126c8	جزيرة الأمير إدوارد	n	awn4-08847742-n	
awn4-sb2d65c4a1961	awn4-e893fcd000e88	خلنج شائع	n	awn4-12274004-n	
awn4-sb2d6727cadd4	awn4-e98444385d9a7	جند الإسلام	n	awn4-08044901-n	
awn4-sb2d68d5b61ed	awn4-e9a93d86aef1c	رقص التعري	n	awn4-00532527-n	
awn4-sb2d76e278586	awn4-e32e9369b5519	مجلس حاكم	n	awn4-08341037-n	
awn4-sb2d7830c3de1	awn4-eab013a822324	غَيْر مُتَمَرِّس	s	awn4-00940885-s	
awn4-sb2d79459b59e	awn4-ef4df8f6c0cc1	فردانية	n	awn4-05971968-n	
awn4-sb2d7ef1ed645	awn4-e01394e2ce838	تَرَدُّد مُنْخَفِض	n	awn4-05064533-n	
awn4-sb2d8b0f53a5a	awn4-e3381a2249d79	مضلل	n	awn4-10389116-n	
awn4-sb2d90001289a	awn4-eaf0ed4dfa799	هَيَالِينِيّ	s	awn4-00433966-s	
awn4-sb2d917124ac3	awn4-e48c92f1a561b	والعكس صحيح	r	awn4-00179172-r	
awn4-sb2d95632226f	awn4-e52bdab9905c5	صعوبة التعامل	n	awn4-04718941-n	
awn4-sb2d961b67451	awn4-e90a6a9d1a12b	زان باكي	n	awn4-12282535-n	
awn4-sb2d9ae2ffe89	awn4-ef4688533bd21	مِلْكِيَّة المُوَظَّفِين	n	awn4-13264889-n	
awn4-sb2dab68aff0a	awn4-eef208ff32c9f	والدي	a	awn4-02895389-a	
awn4-sb2db82034c39	awn4-ef3da439ba815	سفينة مهجورة	n	awn4-02669131-n	
awn4-sb2dbd87f8311	awn4-e2f848cf9b768	أخمص	n	awn4-04328942-n	
awn4-sb2dc609927dc	awn4-ee9abc025de63	مطرقة خشبية للنجار	n	awn4-02970394-n	
awn4-sb2dcab6b6e73	awn4-eaf3976ebe13e	مُتَّقِد	s	awn4-01125883-s	
awn4-sb2de40113be8	awn4-e83cca89ba27f	شيق	a	awn4-01346766-a	
awn4-sb2de85c5333e	awn4-ed1466706cd83	أوريست سيجمي	n	awn4-92462177-n	
awn4-sb2dfdf8c8abe	awn4-e383c46909a8e	كَلَّفَ	v	awn4-00752538-v	
awn4-sb2e10b8e6d30	awn4-e0b004b161e7f	روديسيا الشمالية	n	awn4-09188406-n	
awn4-sb2e1d491d481	awn4-eec636344692b	بصوت عال	r	awn4-00155235-r	
awn4-sb2e282237c1f	awn4-e6c5f59dfe88d	جَعَلَهُ رَمَادِيًّا	v	awn4-00290441-v	
awn4-sb2e2b0ef0210	awn4-edfb3fba6bdde	عدم توافق	n	awn4-13998484-n	
awn4-sb2e2f30d2a2d	awn4-e4475350937bd	راديكالي	n	awn4-10523045-n	
awn4-sb2e37ae1950c	awn4-e962ff3f9907a	أدوات مبتكرة	n	awn4-03414830-n	
awn4-sb2e37b4c22ed	awn4-e8f240dc9f7b6	عَزَلَ	v	awn4-02396595-v	
awn4-sb2e3e1442110	awn4-e555acb0c5f3f	كوكبي	a	awn4-02789475-a	
awn4-sb2e46c674a00	awn4-e7cdc42d85b25	ماضٍ	a	awn4-00804397-a	
awn4-sb2e498afdd71	awn4-ef0f5c7b99ce9	شجرة التفاح	n	awn4-12654755-n	
awn4-sb2e4f44b5504	awn4-eadfcae19675a	سجن	n	awn4-03028753-n	
awn4-sb2e5d82bdfc1	awn4-e36ef311d2cb5	مُنْتَظَم	s	awn4-00635146-s	
awn4-sb2e602f94446	awn4-e231b08e18d5e	لازم	v	awn4-02711395-v	
awn4-sb2e6541fd83e	awn4-eaa9c9fae1078	تحكّم	v	awn4-00235558-v	
awn4-sb2e678654d05	awn4-ece018e94b6e4	القرغيزية	n	awn4-06940513-n	
awn4-sb2e68e6e0ae4	awn4-e8ef93a164c22	عالم أحياء جزيئية	n	awn4-10346809-n	
awn4-sb2e6afc70ca4	awn4-ea6f4689cc488	صرصور أمريكي	n	awn4-02237007-n	
awn4-sb2e6c3a8a433	awn4-ed9e76f933ff3	غش	v	awn4-02581157-v	
awn4-sb2e71d3bac9e	awn4-e6fdef2f4616b	عازفة فرقة	n	awn4-81489169-n	
awn4-sb2e737281871	awn4-e2baf7b8a0e35	وصل بالشطب	v	awn4-01297492-v	
awn4-sb2e80b018ef9	awn4-e849c02114cdf	عفوي	a	awn4-01802371-a	
awn4-sb2e884051c43	awn4-e123539f42f61	مُسَمَّرُ الأَحْذِيَة	s	awn4-02059601-s	
awn4-sb2e8b619fac1	awn4-ef26f53c1d85f	بفتور	r	awn4-00391708-r	
awn4-sb2e8ccedc5f4	awn4-efdafaad29cb9	غَرَّدَ	v	awn4-01734544-v	
awn4-sb2e8f7f9fabf	awn4-ed2c041604f9e	رود	n	awn4-01445351-n	
awn4-sb2e938b6f97f	awn4-ebb64e8d5c169	صواب	a	awn4-00634232-a	
awn4-sb2ea087a5b96	awn4-e78b65bbd0923	حارِس	n	awn4-10169591-n	
awn4-sb2ea59deb7d1	awn4-efc230d697b81	قيصوب	n	awn4-12130015-n	
awn4-sb2ea5a7bbe03	awn4-e01d5e91908ea	شذّب بخشونة	v	awn4-01263157-v	
awn4-sb2eae0e2647a	awn4-ea05e9eb82f55	تيليمارك	n	awn4-00442626-n	
awn4-sb2eb0a3b6c81	awn4-e3ed85914e7a8	حالي	a	awn4-02947572-a	
awn4-sb2eb2c26fa7f	awn4-e4191dfd9d28f	تسامى	v	awn4-00366463-v	
awn4-sb2ec24af6466	awn4-e371ca14cc3ca	ديناميكياً حرارياً	r	awn4-00079620-r	
awn4-sb2ec52869072	awn4-ef5fb0b598558	ظهير كامل	n	awn4-10135087-n	
awn4-sb2ecabb3aa90	awn4-ebb89f8a17ad2	مرشد	n	awn4-10171090-n	
awn4-sb2edca487366	awn4-ec1afbef7c8c7	قانون كولوم	n	awn4-05884755-n	
awn4-sb2ee423877ff	awn4-e4c1a9e75ad68	سالاريا	n	awn4-92421873-n	
awn4-sb2ee6ae02f7e	awn4-e7bb18799bcd7	جنس بوليرجوس	n	awn4-02225111-n	
awn4-sb2efa07d4493	awn4-e8259dfb5c95a	مُوحٍ بِالبَذَاءَة	s	awn4-02139604-s	
awn4-sb2f03726a257	awn4-e16dc5f12c993	إثارة جنسية	n	awn4-07504199-n	
awn4-sb2f08a032fbc	awn4-e7bc472e5758a	متعدد السطوح	a	awn4-02792912-a	
awn4-sb2f0b7ea13d5	awn4-e2a2729736f79	محتال	n	awn4-10556285-n	
awn4-sb2f0d82bafdd	awn4-e756c95287f25	أمام الشرج	a	awn4-02794135-a	
awn4-sb2f116467663	awn4-ef918577c4205	بِسُرْعَة	r	awn4-00292249-r	
awn4-sb2f1be0f22d7	awn4-e36a8aa741929	ثنائي اللون	n	awn4-10031313-n	
awn4-sb2f1d5cd2b99	awn4-edd3942859d46	باص مرقم	n	awn4-07046043-n	
awn4-sb2f2783ec0a7	awn4-ec4de87c0c27d	مناهض للبيض	a	awn4-90011171-a	
awn4-sb2f2ea2f9c3c	awn4-e851094aef81e	انعدام التهوية	n	awn4-05119774-n	
awn4-sb2f2fc3eba97	awn4-e8291dfbf3713	ملعب مغطى	n	awn4-03225395-n	
awn4-sb2f31244b3f1	awn4-ed2b7a1cdea92	إنعاش	n	awn4-01050390-n	
awn4-sb2f3792d8cac	awn4-e7c6239ed5e58	بشكل صحيح	r	awn4-00494248-r	
awn4-sb2f3d58adb7d	awn4-e9711c3dfcaeb	بن	n	awn4-07945591-n	
awn4-sb2f4023a5563	awn4-eaf4761fa1efd	إبستمولوجيا	n	awn4-06176464-n	
awn4-sb2f40ffb41f8	awn4-e8b0d1aefd096	فَظّ	s	awn4-02522699-s	
awn4-sb2f455d15f32	awn4-e44715131e8a4	حَصَدَ	v	awn4-01322669-v	
awn4-sb2f457645667	awn4-e064d0b0e76bc	صَالِحٌ	s	awn4-02000793-s	
awn4-sb2f47908fb8f	awn4-e1bea064319f1	تآكل الشواطئ	n	awn4-13459179-n	
awn4-sb2f4e6207e58	awn4-eb1ccb07fd55f	عَامِّيّ	s	awn4-01049662-s	
awn4-sb2f516ca62c1	awn4-eb6999cc08163	متأنق	n	awn4-10010564-n	
awn4-sb2f5aa3f7879	awn4-eaf03beeb8f10	موافقة	n	awn4-01217882-n	
awn4-sb2f5d6e8d0a8	awn4-eb182e419a58d	مخطط التنفس	n	awn4-04287741-n	
awn4-sb2f5ee89d8b8	awn4-ec52dbf8e34c4	قُرْصِيّ	s	awn4-02053314-s	
awn4-sb2f65c126245	awn4-ed051d9594826	ثَقَّبَ كخلية النحل	v	awn4-01232373-v	
awn4-sb2f66c1a7d86	awn4-e63a642f5768c	جبار	a	awn4-01831389-a	
awn4-sb2f6941e6246	awn4-e8c8accb3b1eb	صغير الحروف	a	awn4-01470213-a	
awn4-sb2f6ae85ca7b	awn4-ea0b188622d91	لقلقي ليموني	n	awn4-12709133-n	
awn4-sb2f6ed0f9104	awn4-e56e097e2c67a	اِنْسَحَبَ	v	awn4-02761107-v	
awn4-sb2f703b74b97	awn4-e195b8c0191c6	خلية صباغية	n	awn4-05248828-n	
awn4-sb2f71c86d299	awn4-ec088b027821f	أسود النمل	n	awn4-02266369-n	
awn4-sb2f811ef801b	awn4-e4a59daec0c02	إجمالي الأجور	n	awn4-13434050-n	
awn4-sb2f830e3e719	awn4-e2650585ec2d4	أَسَاءَ السُّلُوك	v	awn4-02522868-v	
awn4-sb2f8919ddfc7	awn4-e1af5ce6cc6e4	ميزة	n	awn4-04739307-n	
awn4-sb2f89906e1e6	awn4-ea77f1eb40159	مَحْسُوس	s	awn4-01614125-s	
awn4-sb2f8ed6e0e86	awn4-e4d2c7410595f	زَنِخ	s	awn4-01073991-s	
awn4-sb2f913377c48	awn4-e638efd898649	سينما	n	awn4-06273220-n	
awn4-sb2f9b642e0c4	awn4-e5b59156f892d	جبار	n	awn4-09958449-n	
awn4-sb2fa159d71f8	awn4-eb89567a38215	لغة هوبا	n	awn4-06932595-n	
awn4-sb2fa6248bf0b	awn4-e7da015bad1f2	إنست	n	awn4-12374271-n	
awn4-sb2fa811bb59e	awn4-ee50686f885dd	سرو غوين	n	awn4-11651610-n	
awn4-sb2facc398ab9	awn4-e382199f52ed1	وخزة	n	awn4-13927849-n	
awn4-sb2fae9f1c616	awn4-e16b4ad18dfcf	شريان عيني	n	awn4-05360444-n	
awn4-sb2fb3f52e651	awn4-eb35812ffa55c	أَمِين المَكْتَبَة	n	awn4-10003419-n	
awn4-sb2fb5713917a	awn4-eec9e4f30af97	قشرة حديثة	n	awn4-05489398-n	
awn4-sb2fbd4dc2c20	awn4-e61789e3f7929	نشر	v	awn4-01749530-v	
awn4-sb2fca5f4d9ce	awn4-e68045acf316d	طائفة الطحالب الخسية	n	awn4-01410729-n	
awn4-sb2fcc5f763f7	awn4-ed2d9cfdd2238	جزيرة العرب	n	awn4-08866686-n	
awn4-sb2fd01c2d3ff	awn4-e77387aa81adf	الفصيلة المكرورية	n	awn4-02528174-n	
awn4-sb2fd079fb13b	awn4-e8988b7f87520	احتفاظ	n	awn4-04953577-n	
awn4-sb2fd15e6ebec	awn4-e444b36c2753b	حزب اليمين	n	awn4-08281124-n	
awn4-sb2fdb9ffaf9e	awn4-ec1ca39b54f5c	ليكير التوت البري	n	awn4-92413811-n	
awn4-sb2fdd5c3ddc7	awn4-e43c2f77b1e20	فطر الحليب	n	awn4-13027391-n	
awn4-sb2fe7c1afc9e	awn4-e7840c222175f	شفة	n	awn4-05313305-n	
awn4-sb2fe8cce00f7	awn4-e6fb15b51802d	غمّم	v	awn4-02162161-v	
awn4-sb2ff2bc195fc	awn4-e7b29ca3e3cd5	تعبير جنوبي	n	awn4-07166735-n	
awn4-sb2ff323d25ca	awn4-eeb2b884556f3	وزير الخزانة	n	awn4-09926866-n	
awn4-sb2ff69b50fa9	awn4-e8620fb34e22a	في جميع الأنحاء	r	awn4-00026137-r	
awn4-sb3000d8a833e	awn4-ee7f2bc0e1b59	رَسَّبَ	v	awn4-01990565-v	
awn4-sb3003c9dded4	awn4-e01f2ac6ab9cc	إبهام أفحج	n	awn4-14339779-n	
awn4-sb30067c9ee42	awn4-ef214d410f4a8	مُتَعَجْرِف	s	awn4-02002600-s	
awn4-sb300a0abdfb7	awn4-e10968889e8bc	سحابتا ماجلان	n	awn4-09368400-n	
awn4-sb30160e884e5	awn4-e3168224628d4	وجّه ضربة	v	awn4-01412877-v	
awn4-sb301c485e9a0	awn4-e86c9f6ef11f5	جَمَّلَ	v	awn4-00694938-v	
awn4-sb301eb5e5766	awn4-e7d67b96d3f06	علجوم سورينام	n	awn4-01656724-n	
awn4-sb30227761f11	awn4-ed696b03bb8cc	مندفعاً	r	awn4-00356323-r	
awn4-sb3028c5a55fe	awn4-eabd164597f68	وحدة فلكية	n	awn4-13678862-n	
awn4-sb302b4bb85eb	awn4-e2535b9748889	بول كروغر	n	awn4-11131567-n	
awn4-sb302dbb485fd	awn4-e6216d4fb109f	مرمدة	n	awn4-03571373-n	
awn4-sb3035d13f621	awn4-e5eda53cafaa1	إحباط المعنويات	n	awn4-00273557-n	
awn4-sb303eabbfce3	awn4-ecc5c9741dcb3	رأس	n	awn4-08680894-n	
awn4-sb30419769ac6	awn4-ec2ca3113a69d	تطور	n	awn4-00250368-n	
awn4-sb30455c42692	awn4-e13b4154447f6	بناء السفن	n	awn4-10610172-n	
awn4-sb304b22c159f	awn4-e56efc32dc155	عملاق	n	awn4-10275425-n	
awn4-sb304ce9314fb	awn4-e2b9e0804081b	شريحة مجهرية	n	awn4-04245030-n	
awn4-sb304faf6ce1f	awn4-e58d5845f9bf1	وودي آلن	n	awn4-10834557-n	
awn4-sb3051d5dbcc0	awn4-eb88fa31e704b	عَدَم امْتِثَال	n	awn4-04808279-n	
awn4-sb3052e97015e	awn4-eb2878e74e253	كلية بحرية	n	awn4-08296586-n	
awn4-sb30537b53f62	awn4-e7280e15d11b0	كشط	n	awn4-07398844-n	
awn4-sb305d87de143	awn4-ec1b31c12adb2	الفصيلة النمسية	n	awn4-02220887-n	
awn4-sb305f20c3b60	awn4-efab8bac19fae	طوب لبن	n	awn4-02684246-n	
awn4-sb306a7f673c3	awn4-e232139dca97a	فصيلة الحلزونيات	n	awn4-01946858-n	
awn4-sb3073dbd3cd5	awn4-e6464a7fe50ff	مستحيل التفكير فيه	a	awn4-02427334-a	
awn4-sb3081514465c	awn4-e62278b35b102	مُخِيف	s	awn4-01579692-s	
awn4-sb3082f426ed1	awn4-e2f1de8627b3a	فَتَنَ	v	awn4-00779567-v	
awn4-sb30899c6af42	awn4-e8624802b678d	ممشى	n	awn4-04016581-n	
awn4-sb308c8d5f3d7	awn4-ec85c55e0ffba	ضرب ضربة خاطفة	v	awn4-01396854-v	
awn4-sb3093ce47f5f	awn4-edf78a933116e	نشاط	n	awn4-04640320-n	
awn4-sb309631076b8	awn4-ed2ebbe51c0cd	أفغاني	a	awn4-03015436-a	
awn4-sb309a00b2c94	awn4-efae66d150aaf	خشب الجوز	n	awn4-12339132-n	
awn4-sb30a07467929	awn4-ed134c76e53dc	روندو	n	awn4-07057714-n	
awn4-sb30a09e6fefb	awn4-eb980387771f2	ضربة رخيصة	n	awn4-06781050-n	
awn4-sb30a10696ef6	awn4-e1def874d0e22	حواري	a	awn4-02839367-a	
awn4-sb30b3ec3aef6	awn4-ece67eb5ca92d	التسعينات	n	awn4-15176215-n	
awn4-sb30b4c1f21b1	awn4-e860470cd06e6	تسوّر	v	awn4-02211818-v	
awn4-sb30b6e29ae8a	awn4-e07b2ed179034	اقتباس خاطئ	n	awn4-06625929-n	
awn4-sb30c08b575d8	awn4-ec86cb877f022	سوى الوصلة	v	awn4-01297381-v	
awn4-sb30cb0db9bb4	awn4-e0581c261003a	محاكم التفتيش الرومانية	n	awn4-08350566-n	
awn4-sb30d413b085a	awn4-e36ae8b33f466	إدانة بالاغتصاب	n	awn4-01196615-n	
awn4-sb30d5cad4340	awn4-ec800ff3cc8a1	صاد السمك	v	awn4-01143220-v	
awn4-sb30da08bb3ab	awn4-e5e51aa848fb0	مُنْعَزِل	s	awn4-02117727-s	
awn4-sb30da9cecd02	awn4-ecb8a636f1187	خليج عمان	n	awn4-09322031-n	
awn4-sb30dd82a82fd	awn4-eaa4ac70dde51	ذُو ثَلَاث إِبَر	s	awn4-02176638-s	
awn4-sb30e28c8e573	awn4-e703fd207f114	إدوارد ويليس سكريبس	n	awn4-11310262-n	
awn4-sb30e6eaf4768	awn4-e8904081affc0	شجن	n	awn4-07086377-n	
awn4-sb30f60fc2a28	awn4-eec43e07a02f6	لوغانيا	n	awn4-12505836-n	
awn4-sb31085b84520	awn4-e79dfefb2f3f6	نقر	n	awn4-07100710-n	
awn4-sb31157f81a32	awn4-e8ec0188cdec7	سَاذَج	s	awn4-01312612-s	
awn4-sb312109f3217	awn4-e04f40b62713e	غليساندو	r	awn4-00350388-r	
awn4-sb31218f73f04	awn4-ee4451e283dc3	رمز البنك	n	awn4-06437204-n	
awn4-sb31256225428	awn4-e5012bd7ea4c4	مالاموت ألاسكي	n	awn4-02112715-n	
awn4-sb312e7e9fc72	awn4-e53b4822a19f8	كورسيكا	n	awn4-08961864-n	
awn4-sb313a08ecbdf	awn4-eda4bb275e69c	صَالِحٌ لِلْمِلَاحَة	s	awn4-01728957-s	
awn4-sb313b2060f11	awn4-e8334aa535df0	تسمم بالهيبيريسين	n	awn4-14247652-n	
awn4-sb313d0d5362c	awn4-ec04c2d0779f2	مأزق	n	awn4-13959972-n	
awn4-sb31482a5bc2c	awn4-eea0f98c39c16	معتل الصحة	a	awn4-02833685-a	
awn4-sb314875e3001	awn4-e5b7bb6ed39bc	ترميم	n	awn4-00267650-n	
awn4-sb3148fbf08f6	awn4-e99efc31b62b3	فاككاسيا	n	awn4-11838984-n	
awn4-sb314bfc4c3e1	awn4-e45cd06d9f8a9	نفق	n	awn4-09252948-n	
awn4-sb314eaf6eca4	awn4-e0d881533e512	خَالٍ مِن الكَافُور	a	awn4-00307030-a	
awn4-sb314f3978f90	awn4-e6bd4e550c56a	حافز	n	awn4-00023953-n	
awn4-sb3156fb15ddc	awn4-e35e57aa9c8ed	حمض النيتريك	n	awn4-14790711-n	
awn4-sb31592aa95f7	awn4-ec3632a74c4c9	تنغي	n	awn4-13723110-n	
awn4-sb315aa6a12d9	awn4-e00d32b853ad6	خصام	n	awn4-07198809-n	
awn4-sb315f416c2e9	awn4-e63a5b0829438	لا تعرق	n	awn4-14047275-n	
awn4-sb315fb870c48	awn4-eee53c4c81252	من الكرسي البابوي	r	awn4-00084962-r	
awn4-sb3166af3ab43	awn4-e2442fd52b97d	شمبانزي غربي	n	awn4-02484691-n	
awn4-sb31676828524	awn4-e6770885a3b53	مَجَازِيّ مُرْسَل	s	awn4-01422872-s	
awn4-sb3170b5cf47d	awn4-e93a46f40a062	ساحرة	n	awn4-10075105-n	
awn4-sb317360cdb62	awn4-e79fda4e15aba	عباءة	n	awn4-05251388-n	
awn4-sb317520c2c62	awn4-e1ad24f0aaaa9	حوت زعنفي	n	awn4-02067679-n	
awn4-sb31763389f46	awn4-ec5e2cd126cbf	ترطيب	n	awn4-00278220-n	
awn4-sb3176549e77a	awn4-e2ba6660ad4a1	نبيذ الكمثرى	n	awn4-07938387-n	
awn4-sb317bdc74e70	awn4-e379d46e34276	إدرار البول	n	awn4-14326676-n	
awn4-sb3183e4a4142	awn4-e2258c052594d	سامبوكوس	n	awn4-12698820-n	
awn4-sb3185673b804	awn4-ece1d238b298e	بتبذير	r	awn4-00434339-r	
awn4-sb3188be57687	awn4-e7e6506271ac6	ذُو ظَهْر مُنْخَفِض	s	awn4-00202121-s	
awn4-sb318db0299e0	awn4-e79a280bab4a4	فوسفور	n	awn4-14673214-n	
awn4-sb31bfdfadae1	awn4-e1bbb25ae42ee	شَاقّ	s	awn4-00108062-s	
awn4-sb31c5f20d721	awn4-e3c5870e0c5c3	خِطَابَة جَوْفَاء	n	awn4-06621856-n	
awn4-sb31c76d5c284	awn4-e6b51b7419ea1	مَا وَرَاء الجَبَل	a	awn4-00411526-a	
awn4-sb31d51e17a49	awn4-e4341a9ba9832	رسم بياني حسابي	n	awn4-03833256-n	
awn4-sb31d5df5db32	awn4-e26025d5bd592	رَحَّلَ	v	awn4-02504961-v	
awn4-sb31de475ad3e	awn4-e362e4b610d97	منخل النافذة	n	awn4-04597193-n	
awn4-sb31e79d7d85e	awn4-e12f7cac84608	تضاءل	v	awn4-00306198-v	
awn4-sb31f296321af	awn4-ebdf6697c53f5	بوابي	a	awn4-03117028-a	
awn4-sb31f4308a84b	awn4-e4b49f077ee61	خشب البرازيل	n	awn4-12509773-n	
awn4-sb3201dd683dd	awn4-e07bbeb12e641	مغارة	n	awn4-09262208-n	
awn4-sb320259f37db	awn4-efc1711fdf2f4	مراوغة	n	awn4-00060715-n	
awn4-sb320529b4969	awn4-ed64e448e0d55	بريطاني	a	awn4-03144494-a	
awn4-sb32075ba9276	awn4-e3a450019ea68	سابعاً	r	awn4-00452400-r	
awn4-sb3211e8ead00	awn4-e8422c1350a09	مالك حر	n	awn4-10130056-n	
awn4-sb321340c761e	awn4-ea678ac38d4da	عارضة على شكل I	n	awn4-03561353-n	
awn4-sb3213457f2d7	awn4-e5b018e462234	مُتَشَرِّد	s	awn4-02134540-s	
awn4-sb3214dec1119	awn4-e08a86264fb56	كلسون	n	awn4-03615172-n	
awn4-sb3227cb39b7d	awn4-e9258348860bb	صندوق كنز	n	awn4-04484783-n	
awn4-sb322a06a434a	awn4-e7dc3fb717810	حوش	n	awn4-03124849-n	
awn4-sb322bd59a3d1	awn4-eb283051a6077	لونغفيلو	n	awn4-11157918-n	
awn4-sb323417a9f8b	awn4-e85cfe9e1ce9b	غاب	n	awn4-12151276-n	
awn4-sb324b6833e0f	awn4-eac5fa063a3bf	تريغونيلا	n	awn4-12594825-n	
awn4-sb324be88f760	awn4-e3c435a33353c	جماعة	n	awn4-08290764-n	
awn4-sb32673d941c8	awn4-e94061d01a211	سيلان	n	awn4-08736933-n	
awn4-sb327161020ce	awn4-e90fad11fbc91	فوز	n	awn4-00064838-n	
awn4-sb3273d3f93da	awn4-e51ee567988ee	شهوانية	n	awn4-07505354-n	
awn4-sb3284fe1eb61	awn4-e4340214637a0	إحصاء لا معلمي	n	awn4-06043631-n	
awn4-sb3285f26bede	awn4-e797a20f44e4d	ناقص المناعة	a	awn4-02605962-a	
awn4-sb328f0a4c762	awn4-e6507c6158164	تائه	a	awn4-01688327-a	
awn4-sb3292ea9d8aa	awn4-e4efc04cb0903	صندوق شاي	n	awn4-04404303-n	
awn4-sb329bfbd44c4	awn4-e1d1c3b9f25f0	جيوتو دي بوندوني	n	awn4-11020782-n	
awn4-sb329e425e1a5	awn4-ef8e21ccf62ab	توماس ويليس	n	awn4-11410544-n	
awn4-sb32a8223cb29	awn4-e6a7a39d1ac64	فَخْمٌ وَأَنِيق	s	awn4-00854054-s	
awn4-sb32ae3fa80c0	awn4-e7f5ba8a2349e	سيغموند فرويد	n	awn4-11002123-n	
awn4-sb32aed9e0aed	awn4-eb1ebfb5d03f3	غَيْرُ مُكَرْبَن	s	awn4-02284931-s	
awn4-sb32b0632446c	awn4-e398472434c1b	منجنيق	n	awn4-02985366-n	
awn4-sb32b0dba5ce3	awn4-e392e8738b7d5	خردوات	n	awn4-03478827-n	
awn4-sb32b51d56080	awn4-eb53e141668f4	إلزامية	n	awn4-04633239-n	
awn4-sb32b5b4f5182	awn4-edd847ce53fb9	ألفريد أيزنستيد	n	awn4-10975274-n	
awn4-sb32b9b5f299f	awn4-e881aed0e9669	حديد دلتا	n	awn4-14746587-n	
awn4-sb32ba7a2832a	awn4-e14b48f6cb456	ليستيريا	n	awn4-01369522-n	
awn4-sb32bc3232818	awn4-e6adc9db71be6	نال	v	awn4-02242867-v	
awn4-sb32be1e0cd7e	awn4-e8350d80a05a8	طعنة	n	awn4-01176455-n	
awn4-sb32bee7d306a	awn4-e40e45d1da5c0	عمود	n	awn4-05593649-n	
awn4-sb32c4d059ded	awn4-ef9a84de5ed2b	غلاف أيوني	n	awn4-08606472-n	
awn4-sb32cc5ca303d	awn4-e53768c81f7e8	مُعَاد تَشْكِيلُه	s	awn4-01675162-s	
awn4-sb32d4112efb1	awn4-ef214d410f4a8	مُتَعَجْرِف	s	awn4-00791700-s	
awn4-sb32d52ff12ce	awn4-e49d00e407f92	قارئ الأفكار	n	awn4-10717375-n	
awn4-sb32db6703139	awn4-e296d8149f11a	مُتَكَتِّل	s	awn4-02424560-s	
awn4-sb32de21dd990	awn4-e4ee4e0b02d7a	تيموكو	n	awn4-02552834-n	
awn4-sb32de74b16b4	awn4-e42e723656d2b	ركراك	n	awn4-04095705-n	
awn4-sb32ebe01321a	awn4-ea601761d9277	بنك ولاية	n	awn4-08435720-n	
awn4-sb32f1689db3e	awn4-ec60ce63d94d5	زيجادينوس نوتالي	n	awn4-12487938-n	
awn4-sb32f6b2a57ce	awn4-e662cdefbd07f	سرخس اليد	n	awn4-13231918-n	
awn4-sb330824ca679	awn4-e7c1ec0a15dc7	ضابط	n	awn4-10544727-n	
awn4-sb331adfbeeca	awn4-e5bd46af7fc8a	تعدد الأزواج	n	awn4-13990169-n	
awn4-sb33257e928d2	awn4-e4a5865c9f230	حَالَة	n	awn4-06797823-n	
awn4-sb332aef5b3fc	awn4-ef78194fa4d84	جوهرة	n	awn4-14723913-n	
awn4-sb332f89ab440	awn4-e9d3ce90fb0aa	مَاكِر	s	awn4-01136874-s	
awn4-sb33351c85508	awn4-eb488ea20aa0e	جهاز إزالة الرجفان	n	awn4-03176301-n	
awn4-sb333763c40c8	awn4-ee712b343e52b	مُقَنَّع	n	awn4-10317508-n	
awn4-sb333a9ff4688	awn4-e7d50a6acf155	التوراة	n	awn4-06463561-n	
awn4-sb333c466fec7	awn4-e9832513d4f09	ارتبط بـ	v	awn4-01218758-v	
awn4-sb333c764c58e	awn4-e9b8a56df426a	سيطرة	n	awn4-00089301-n	
awn4-sb334a1cb323a	awn4-e9daaa93296db	سفاد	n	awn4-14205195-n	
awn4-sb334b4ce2ddc	awn4-e8d2824c07d4f	زَكِيّ	s	awn4-01911414-s	
awn4-sb334f9cbf563	awn4-eea84c2ea41c8	بالكامل	r	awn4-00507076-r	
awn4-sb335533fa920	awn4-ef754fe6eec9c	تشنج الجفن المستمر	n	awn4-14385480-n	
awn4-sb335aae437d2	awn4-edfcc5024c83f	نغاناسان	n	awn4-09726983-n	
awn4-sb335cd0a55e0	awn4-eb9cfe3e75e72	مَرَّرَ	v	awn4-01857682-v	
awn4-sb335f061e2bb	awn4-e53d441634072	الألب الترانسيلفانية	n	awn4-09484018-n	
awn4-sb3364136a65e	awn4-eda2514e77f87	جولة فاصلة	n	awn4-07480405-n	
awn4-sb337dce522c9	awn4-ef9c741f09748	كمد	n	awn4-14012536-n	
awn4-sb33810e1001a	awn4-eaacfe09fa9b0	تحرَّك	v	awn4-01835473-v	
awn4-sb3384063e613	awn4-e23ad40494842	موضوع تقليدي	n	awn4-05929076-n	
awn4-sb3390e564981	awn4-ee8acae90f98c	فريق دوري الصغار	n	awn4-08249081-n	
awn4-sb3394d42f0d0	awn4-e100561bed72e	لوكيميا لمفاوية	n	awn4-14267835-n	
awn4-sb3396985785c	awn4-e776fcc16f906	مُدَمِّر	s	awn4-02330844-s	
awn4-sb3397951ab6a	awn4-e9c220532d668	ناظُور	n	awn4-10290913-n	
awn4-sb33a87cc30c7	awn4-eb74bd5685cd8	جوزيف جون طومسون	n	awn4-11360141-n	
awn4-sb33abf71d810	awn4-efeea2aa90f46	مروحة طائرة	n	awn4-02694945-n	
