entryId	lemma	partOfSpeech
awn4-eea62ddf05b49	جَوَّفَ	v
awn4-eea63fd9eada3	ياسنت العنب	n
awn4-eea657b8af033	صخر مكسر	n
awn4-eea65d07ea5b1	تعداد الحيوانات المنوية	n
awn4-eea65fd7f2b9d	استحمام في حوض	n
awn4-eea666706220c	جنس تريوستيوم	n
awn4-eea6669c74c0d	جيسيكا تاندي	n
awn4-eea675659b3c6	علاجياً	r
awn4-eea679e5d9863	غسول أسود	n
awn4-eea67ea1b9239	تَحْلِيلِيّ	s
awn4-eea685fb94edf	تَابِع	s
awn4-eea688d3c19a8	وَضَعَ لَافِتَة	v
awn4-eea69b110abcd	أبحاث التسويق	n
awn4-eea69d77abf8c	فيرمونتي	n
awn4-eea6a7d2c0151	مُعَزَّز بِدِعَامَات	s
awn4-eea6a9099c5a6	غاسل النوافذ	n
awn4-eea6b77afba04	مُعَلَّل	s
awn4-eea6b9cb9f97c	زوجان مثليان	n
awn4-eea6ccb892889	كَبَحَ الشَّهَوَات	v
awn4-eea6e259f6361	قماش الأعلام	n
awn4-eea6f8c22388b	عصا رمي	n
awn4-eea702b199e64	ثَخُنَ	v
awn4-eea70357018d0	الاتفاق الودي	n
awn4-eea70aba975bc	سِتر	n
awn4-eea70edaf23f3	تبديد الحرارة	n
awn4-eea7196030ccf	غواصيات	n
awn4-eea71dcf82f06	أستيليني	a
awn4-eea7221fd8dd5	قَاضِي فَتْرَة	n
awn4-eea73cd2661f2	مُلَوِّث	s
awn4-eea73e6a07ea3	سنط الكادي	n
awn4-eea7453c6810f	وقفة المد	n
awn4-eea749feca190	أكاديمي فخري	n
awn4-eea75000408e2	باب نصفي	n
awn4-eea7534c0ad0a	كُوشَر	s
awn4-eea7613206ef6	لسان الكلب الفرجيني	n
awn4-eea771872675e	جون دوري	n
awn4-eea7794e15f7f	أزيز	n
awn4-eea77a092a062	خرج من الموضة	v
awn4-eea77c0a2b459	جهنم	n
awn4-eea781900d175	كَلَام بَذِيء	n
awn4-eea78317aae7e	جراد البحر	n
awn4-eea785dd64d7e	مُتَوَسِّط الكِبَر	s
awn4-eea789600c8ce	أَمْر دَائِم	n
awn4-eea78bfbcbc35	فَقِير غِذَائِيًّا	s
awn4-eea78cd8a1c84	وَجَّهَ عَبْرَ طَرِيق	v
awn4-eea7a091c058e	حط من قدر	v
awn4-eea7db4a0f3e8	تشنج الحمل	n
awn4-eea7e5d1e7498	شبه صائت	n
awn4-eea7eba753659	حمار بري أفريقي	n
awn4-eea7ed041f43f	سرخس السيف المسنن	n
awn4-eea7f6f858dd1	نفش	v
awn4-eea7f74e4889d	في الأعالي	r
awn4-eea7fcc92e0c1	واحد وعشرون	n
awn4-eea8043ce37a1	دكتوراه في الصحة العامة	n
awn4-eea80674b1240	شِبْهُ صَلْب	s
awn4-eea821eb04608	أحشويروش	n
awn4-eea82fc19db4b	تجلي الإله	n
awn4-eea836f8774a0	مواظب على الكنيسة	n
awn4-eea838166e69d	غير طبيعي	a
awn4-eea83c722af44	حفل تخرج	n
awn4-eea83d6f7f556	مينسك	n
awn4-eea8452fecb3d	لَا يَنْفَصِل	s
awn4-eea84c2ea41c8	بالكامل	r
awn4-eea853af4a98f	سكر النخيل غير المكرر	n
awn4-eea8618c8b945	مستضد ملزن	n
awn4-eea8626ceda1f	مُخْتَلّ عَقْلِيّاً	n
awn4-eea8645ea9a1d	سنبك	n
awn4-eea86a3aa3066	سمكة الصخر النحاسية	n
awn4-eea86d2366d59	المجموع الحسي	n
awn4-eea884d11f7d4	مارغريت سانغر	n
awn4-eea88ab38619c	أساء	v
awn4-eea88f5bbc728	روبسون	n
awn4-eea89331e243d	قوس زاوية	n
awn4-eea89a7cf0b13	مقياس حرارة فهرنهايت	n
awn4-eea8aa478c0e3	حياة خفية	n
awn4-eea8ab7ae4ec9	مُشَوِّق	s
awn4-eea8bb06b9146	رأس فروارد	n
awn4-eea8bdb25940b	حبوب ساخنة	n
awn4-eea8c4325619a	وريد دمعي	n
awn4-eea8c4bf72fb6	تحالف مع	v
awn4-eea8c6e9f7aea	نماء	n
awn4-eea8cea8b497e	عَادَ بِالذَّاكِرَة	v
awn4-eea8d746b7d44	غدة ناتحة	n
awn4-eea8f2eb812dc	تَفَوَّقَ على	v
awn4-eea8fce2d40be	تناوش	v
awn4-eea902ef9eca3	كَلفَ	v
awn4-eea90d750b60c	ليرة سورية	n
awn4-eea9111f4d596	جو باي المرقط	n
awn4-eea916bab81f9	فصيلة الدرايوبتيريدات	n
awn4-eea917ab53045	بايك أزرق	n
awn4-eea923a4a10e9	قلة خبرة	n
awn4-eea9247966048	تحت سطحي	a
awn4-eea934368e6d6	جنس مولوثروس	n
awn4-eea9352d0512a	ميل جانبي	n
awn4-eea9354131468	كَثِير المَضْغ	s
awn4-eea945377f501	طريقة اللفظ	n
awn4-eea948e46c8d7	متصيد للأخطاء	n
awn4-eea94ed7562e2	أعاد التوحيد	v
awn4-eea952391f0e2	فْرانْسِيس تَاوْنِسِنْد	n
awn4-eea95c2a78edc	موسيقاي	a
awn4-eea965355d6a3	تَفْتِيش	n
awn4-eea967925eab2	النَّسْرُ الطَّائِر	n
awn4-eea97415f0b59	إحراق الممتلكات	n
awn4-eea98b5732509	قراد صلب	n
awn4-eea9927b25dd5	تاريخ الحالة	n
awn4-eea9941b3d828	مُضَاعِف الرِّبْحِيَّة	n
awn4-eea9996fb472c	تأجيل قانوني	n
awn4-eea9a08d7c7f7	لاعب القاعدة الثانية	n
awn4-eea9a41a15ee7	جنس كونوروبسيس	n
awn4-eea9a7887caf6	استعطاف	n
awn4-eea9b1dc38eab	رجل بري	n
awn4-eea9bf1a64aa2	وحدة نقدية غانية	n
awn4-eea9c1c01d8ca	خليط البراوني	n
awn4-eea9cb9014025	مواد	n
awn4-eea9dc19d5c7c	يهودا	n
awn4-eea9dedf31517	اسْتِبْعَادِيّ	s
awn4-eea9e6f1dc47f	كَائِن	s
awn4-eea9e9b1a54d1	آلم بشدة	v
awn4-eea9ea2f5cb57	علجوم ضيق الفم الشرقي	n
awn4-eea9f1c460516	محرك تيار مستمر متوازي	n
awn4-eea9f23d2cfc1	مضرب جولف	n
awn4-eea9f4e061939	متبّل	n
awn4-eea9f6967977e	ست المستحية	n
awn4-eea9ff2d6a958	إلغاء التنظيم	n
awn4-eeaa04d29797e	فصيلة الأغافيات	n
awn4-eeaa25c622bd0	خَاضِع لِلتَّجْرِبَة	n
awn4-eeaa28d00de26	رعاية نهارية	n
awn4-eeaa3254a2aef	بينيون باري	n
awn4-eeaa3571a3084	بودنغ الذرة	n
awn4-eeaa4e7ee14a3	رجل البنطال	n
awn4-eeaa52def1311	بوسطني	n
awn4-eeaa5fb937b4f	نقطة مقابلة	n
awn4-eeaa660ae1cfb	خاتمة مسرحية	n
awn4-eeaa6b1bf5b6e	استغلال جنسي	n
awn4-eeaa86cdc997c	مغارة الميلاد	n
awn4-eeaa8706fd08b	مستقلة	a
awn4-eeaa8b4000efa	خَبَرِيّ	a
awn4-eeaa906b96e2f	برومس عديم السفا	n
awn4-eeaa926a61ae2	معجونة	n
awn4-eeaa9445ef39d	إكليل الجبل البري	n
awn4-eeaa9590a301d	مجسم الكرة السماوية	n
awn4-eeaa98f3bee6f	تأقلم منزلي	n
awn4-eeaa9b44337c7	حمض راسيميك	n
awn4-eeaaa0ccbb9a9	خَمْسَة وَسَبْعُونَ	s
awn4-eeaaad87a287d	منزل إخفاء	n
awn4-eeaab24c87611	ثَلَّجَ	v
awn4-eeaaba9e6cce7	برتقال مر	n
awn4-eeaac36915dcd	مُبْتَهِج	s
awn4-eeaad25f4b89a	إضرار بالمال	n
awn4-eeaad61098a88	بابلو كاسالس	n
awn4-eeaad97823c8f	الكلمة الأخيرة	n
awn4-eeaae2e352295	أمريكي وسطي	n
awn4-eeab06f3d2e8f	شريحة سمك مفلطح	n
awn4-eeab089641ef1	فطري دعامي	a
awn4-eeab08bdab049	معركة بول رن الأولى	n
awn4-eeab1643b4fb0	ماصة	n
awn4-eeab16eb7c783	أَلَقَّ	v
awn4-eeab1a619798f	سارابي	n
awn4-eeab1f7cdd015	مَنْطِقِيّ	s
awn4-eeab2e7eef790	لغة الغواراني	n
awn4-eeab3824270b2	درامي	a
awn4-eeab386c323c1	مزمار حقيقي	n
awn4-eeab4a7ae1711	تَضَادّ	n
awn4-eeab51f7be03b	تخزين حقيقي	n
awn4-eeab52008ba7f	وِيتْنِي يُونْغ	n
awn4-eeab6252aedc5	راستافاري	a
awn4-eeab62f19cf76	سيتشوان	n
awn4-eeab67e58fb32	قبضة سنية	n
awn4-eeab79929258d	تطلع	v
awn4-eeab7c1814a34	قسطي	a
awn4-eeab8311db779	شركة استثمار	n
awn4-eeab834393719	إشباع بالماء	n
awn4-eeab8ce06ddea	تَوَسَّعَ فِي	v
awn4-eeab9befe879f	تروبوسفير	n
awn4-eeab9ec412a76	كافالا	n
awn4-eeabab91c987b	متكدس	a
awn4-eeabaca913ace	خُلُوص	n
awn4-eeabae905b99c	أضاف الكريمة	v
awn4-eeabb8dff0e6f	سَمَاحِيَّة	n
awn4-eeabbce982615	بشكل معقول	r
awn4-eeabcf5a37b2d	بشرية	n
awn4-eeabdf1b0d6e3	منصة أسلحة	n
awn4-eeabe98350233	أوكسيني	a
awn4-eeabf7c0768f9	روبرت بن وارن	n
awn4-eeabf8ac0e689	حكمي إلهي	a
awn4-eeabfe037c072	نَجْم نِيُوتْرُونِيّ	n
awn4-eeac0087da9b5	عواقب وخيمة	n
awn4-eeac0148dca14	دورية جوية	n
awn4-eeac262b99061	مخزون استراتيجي	n
awn4-eeac2a7d6ed39	سمة لغوية	n
awn4-eeac2cfe3f9c5	فطر قرصي	n
awn4-eeac31852fb01	سيزيسيون	n
awn4-eeac33cf111a8	اسْتَجَمَّ	v
awn4-eeac46585dd9d	عضلة الساق التوأمية	n
awn4-eeac4686c053b	صوت	n
awn4-eeac46d961772	مَصْنَفَر	s
awn4-eeac507b43547	غير قياسي	a
awn4-eeac5d66fbceb	كيس حبوب	n
awn4-eeac7dd453d4d	قضيب توازن	n
awn4-eeac8feffa56f	أَعَادَ الزِّرَاعَة	v
awn4-eeac9086ed5fe	عشق	n
awn4-eeac99a4ef79b	أَعَادَ الصياغة	v
awn4-eeac9ab0ffec1	مُجَمِّع	n
awn4-eeaca47531750	قفز	v
awn4-eeaca64fd4566	غير جائز	a
awn4-eeacab5106a56	فحص تشخيصي	n
awn4-eeacac1b577ba	تَصَالُحِيّ	s
awn4-eeacbc2c4b4a6	مَحْظُور اللَّمْس	s
awn4-eeacca70999cf	فأر قزم	n
awn4-eeaccf3031cab	جنس تراجونوروس	n
awn4-eeace1f5d599f	قرد العنكبوت	n
awn4-eeaceb29b3c8d	مشعب	n
awn4-eeacf94ad8236	أنجلو-كاثوليكي	a
awn4-eead057e66a38	ذراع متأرجح	n
awn4-eead084ac6c79	أَخْرَق اليَدَيْن	s
awn4-eead1be8fa58b	درهم سائل	n
awn4-eead1fac2bd16	ويليام وايلر	n
awn4-eead240cb4312	كَتَبَ فِي الأَعْلَى	v
awn4-eead2a7fc1ab1	أَجْهَدَ بِإِفْرَاط	v
awn4-eead40c696e3b	شغّل آلياً	v
awn4-eead45485cbd7	تَكَلَّمَ بِمَا لَا يَعْرِف	v
awn4-eead477ef8a00	حفظ ماء الوجه	n
awn4-eead4f7cd6d66	إدارة الدعاية والإعلان	n
awn4-eead502befcaa	خيمة القائد	n
awn4-eead52c007b04	تزيين	n
awn4-eead56877f274	لسان الحمل عريض الأوراق	n
awn4-eead577b186bd	أفسح الطريق	v
awn4-eead5940c69a3	احتجاج رسمي	n
awn4-eead64908b836	بَطْلَمِيّ	s
awn4-eead744f18025	مركز	a
awn4-eead81ddbfa3d	مصاب بسلس	a
awn4-eead8291de7d8	مُعَوَّق	s
awn4-eead85d743577	إقليم إيطالي	n
awn4-eead89610914c	فبراير	n
awn4-eead8a3543d2a	اسْتَقْطَبَ	v
awn4-eeada3dc84a67	تركيبياً	r
awn4-eeadafd96ee33	ضفة رملية	n
awn4-eeadb5badc510	قَدَّمَ تَقْرِيراً	v
awn4-eeadba13eacd7	قائد القطيع	n
awn4-eeadc5bb39b00	للمرح	r
awn4-eeadc7eabf4ff	نصف الكرة الشرقي	n
awn4-eeadd267592ff	جيد التهوية	a
awn4-eeadd411b856a	انسل	v
awn4-eeadec1a849f4	خيرياً	r
awn4-eeadeef39292a	حمض الأكساليك	n
awn4-eeadf90f9e6c7	تَأَوَّهَ	v
awn4-eeae0453409d3	لجنة التخطيط	n
awn4-eeae37bc56097	سُرْعَة شُعَاعِيَّة	n
awn4-eeae3bfcc4a46	مَكْفُوء	s
awn4-eeae40c7f7009	سباق القوارب	n
awn4-eeae476e00776	متلازمة تنفسية حادة وخيمة	n
awn4-eeae4843ee479	لجأة زيتونية	n
awn4-eeae4f1790edf	مداس الإطار	n
awn4-eeae519fec1e6	خشب الصباغة	n
awn4-eeae5b1c71d9b	الأقصر	n
awn4-eeae631f81949	انعكاسياً	r
awn4-eeae660b176a1	ليون الأول	n
awn4-eeae73a52b4e4	مسوح	n
awn4-eeae76d29a55f	المقتنيات اليهودية	n
awn4-eeae863e6155a	جنس أكتيتس	n
awn4-eeae87925ee85	حقيقة	r
awn4-eeae87dd69170	موهبة فطرية	n
awn4-eeae8a8dfde4a	رتبة المستلحميات	n
awn4-eeae8bf735306	حامل كاميرا ثلاثي	n
awn4-eeae99aa33dfe	فصيلة السيراتوستوماتيدات	n
awn4-eeae99b8c7f50	حمو النيل	n
awn4-eeae9caa0be3a	عنبر كشميري	n
awn4-eeaea61ac7a7f	فَائِدَة صِحِّيَّة	n
awn4-eeaeb05a98bb3	فرقاطة	n
awn4-eeaed662d7a8e	مفيض	n
awn4-eeaed92969f1a	قرار مشترك	n
awn4-eeaedb7a6c8a8	بدون مراسم	r
awn4-eeaee82706eb3	فقرة صدرية	n
awn4-eeaee85c08ec6	تمفصل	n
awn4-eeaeed1097e65	كارغو كالت	n
awn4-eeaeefae3b2ed	مُسْتَعْرِضًا	r
awn4-eeaef02787c1e	فُوتُوغْرَافِيّ	s
awn4-eeaf0fe99ad35	قَدَّمَ مُوجَزاً	v
awn4-eeaf120633548	شعرية	n
awn4-eeaf295f8a462	هللويا	n
awn4-eeaf2b6218ebb	اِمْتِصَاصِيَّة	n
awn4-eeaf2c1c6fefa	كَرْكَرَ	v
awn4-eeaf397ddf026	جَدِيرٌ بِالتَّذَكُّر	s
awn4-eeaf39d614951	مُغْلَق أَمَام الحَرَكَة	s
awn4-eeaf3d5c65088	أخذ الكلمة	v
awn4-eeaf4360d6cd6	أسماك الخنزير	n
awn4-eeaf56858ef65	نموذج تطريز	n
awn4-eeaf5dcd85fb0	ريدوكتاز	n
awn4-eeaf5e66f4d54	انقسامي	a
awn4-eeaf68bddfb7e	مَقْبُول ضَمِيرِيًّا	s
awn4-eeaf6b146685e	هدف سهل	n
awn4-eeaf7746c4b51	كسوف حلقي	n
awn4-eeaf837b3d4f5	اسْتِعْرَاض	n
awn4-eeaf8967135a0	مهني	n
awn4-eeaf8ee057348	هارت	n
awn4-eeaf92628e54f	قَابِل لِلقِسْمَة	s
awn4-eeaf95aa175a0	جهنمي	a
awn4-eeafa1c9660cf	غاري	n
awn4-eeafa3393274d	مسجل	a
awn4-eeafa756cf614	نغت أخضر	n
awn4-eeafb3fcaf265	سكين جراحي	n
awn4-eeafbdb909fc3	اسم النطاق	n
awn4-eeafbf4d6588e	كشط بالشفط	n
awn4-eeafbf6cc1877	المملكة المغربية	n
awn4-eeafd804858cc	سانت إيميليون	n
awn4-eeafdd1f2c753	ساقي	a
awn4-eeafe5af29333	اِعْتَدَى	v
awn4-eeafef7d9c602	فصيلة التريميلات	n
awn4-eeaff1a22a5c3	نائم	n
awn4-eeaff6c7577db	مُؤَيِّد	s
awn4-eeafffb3d60ee	نرجسي	a
awn4-eeb01beb3e51d	التهم بشغف	v
awn4-eeb0275d889ab	مُرَافِق عَدَد مُرَكَّب	n
awn4-eeb02c48491c3	مركز الدعوة والإرشاد	n
awn4-eeb02cf325ee0	صفيحة نهائية	n
awn4-eeb032a992094	مُغَبَّر	s
awn4-eeb0382ad27b9	قيوط	n
awn4-eeb0395a102de	بيت لحم	n
awn4-eeb045cf44af3	دردار سيبيري	n
awn4-eeb046bce5281	بضخامة	r
awn4-eeb05c2da72d8	جَوَّاب	s
awn4-eeb0614f2bb1a	مَرْحُوم	s
awn4-eeb06692d8d86	مشعل نفث	n
awn4-eeb067fc300fd	نفي الهوية	n
awn4-eeb06fe0f050e	ناسوا	n
awn4-eeb070c7e953c	بَسَّطَ	v
awn4-eeb07a8cf49bc	رتبة مستقيمات الأجنحة	n
awn4-eeb08c954c183	تلاعب بالعقول	n
awn4-eeb09bafec241	رأس هاتيراس	n
awn4-eeb0b319e0e6f	دولار بليزي	n
awn4-eeb0b90623638	أَسْمَى	s
awn4-eeb0baf3e4f80	مُكَلَّلٌ بِإِكْلِيل	s
awn4-eeb0bf9b39e03	عطل مفاجئ	n
awn4-eeb0c26ab8d52	طفل مزرق	n
awn4-eeb0cfffc6623	أَثَرِيّ	s
awn4-eeb0d9fb473e2	غَيْر لَائِق	s
awn4-eeb0da5e8774a	قرّض الشعر	v
awn4-eeb0ee582362d	ترفيه عسكري	n
awn4-eeb0f4c1db6a4	خطوة أولى	n
awn4-eeb0f8195a3a9	ممتن	a
awn4-eeb101df6daa3	أزال الكمامة	v
awn4-eeb103ce4bf34	هجين أحادي	n
awn4-eeb107448410f	قَوْقَازِيّ	s
awn4-eeb1100101181	ناصل	a
awn4-eeb11503a88d9	تصحيح لغوي	n
awn4-eeb11aa911209	مقياس الواط	n
awn4-eeb1294ff5b99	موسر	a
awn4-eeb12aadccc90	رسن الرأس	n
awn4-eeb12edbfccac	عقدة فرنسية	n
awn4-eeb1331762170	أمسية موسيقية	n
awn4-eeb136450fc2a	فصيلة الأطوميات	n
awn4-eeb13790f409a	فيروس بارفو	n
awn4-eeb137a2e4ac2	أصغر الأعضاء	n
awn4-eeb13f0caa9c3	غايال	n
awn4-eeb148901663f	تأثر بالجو	v
awn4-eeb158402dcc8	قشر البازلاء	v
awn4-eeb15a04b8cee	وسامة	n
awn4-eeb173892497a	خَاصّ	s
awn4-eeb17abaea1b4	أوروبا	n
awn4-eeb18fcb8cd41	طَوِيل السَّاقَيْن	s
awn4-eeb19e927941f	صندوق القطع المائل	n
awn4-eeb1a60a96192	سكليروديرما صفراء	n
awn4-eeb1aa3d66f5e	دافعية	n
awn4-eeb1ac7bdea68	شَامِلُ المَهَارَات	s
awn4-eeb1b8df92ee9	لاعب كرة طائرة	n
awn4-eeb1ba1b78801	مُؤْتَمَر حِزْبِيّ	n
awn4-eeb1c5a060a20	مضرب حديدي متوسط	n
awn4-eeb1cd4ae002e	موجة ألفا	n
awn4-eeb1d56a1bdc6	لسان الكلب	n
awn4-eeb1f15527e46	بِاسْم شَخْص مُعَيَّن	s
awn4-eeb1f1f71f82b	سداسي التفعيلة	n
awn4-eeb1f4afd9f51	زنبق كولومبيا النمري	n
awn4-eeb1fb8c59af8	حيوان طحلبي	n
awn4-eeb1fde9c5934	عَدِيمُ الصَّدَى	s
awn4-eeb2029309252	مِن بَيْنَ أُمُور أُخْرَى	r
awn4-eeb203f5d90d0	عرافي	a
awn4-eeb2068f87fc9	قَاصَصَ	v
awn4-eeb20e222654f	الرواق الخارجي	n
awn4-eeb213214048a	أنتيغوي	a
awn4-eeb21327cb920	تجسيمي	a
awn4-eeb2294ea44c7	ذرائعي	n
awn4-eeb229855df5a	دوران	n
awn4-eeb22b8100a18	ألكسندر فلمنج	n
awn4-eeb2358dbe47a	لويس نيل	n
awn4-eeb248afaa699	غَمَدَ	v
awn4-eeb24c54a4b45	رأس حربي ذري	n
awn4-eeb24ed73c1ee	بيثكانثروبوس	n
awn4-eeb257c8574fd	عصب حجابي	n
awn4-eeb262989b96f	خَالٍ مِنَ الغُيُوم	s
awn4-eeb2654bd52e3	جنس الورقة	n
awn4-eeb273d66deac	جنس ساركوسيستيس	n
awn4-eeb27afd24783	توت السلمون	n
awn4-eeb2a9e082a6b	ميترولا إليجانس	n
awn4-eeb2abbb356b2	رسالي	a
awn4-eeb2b51651678	أستاذ مساعد	n
awn4-eeb2b884556f3	وزير الخزانة	n
awn4-eeb2be426b39f	عاصفة بَرَدية	n
awn4-eeb2c285e5aff	وزن الديك الممتاز	n
awn4-eeb2c7927103f	حزام الأمان	n
awn4-eeb2d9395102c	كسنجر	n
awn4-eeb2dbb79ffc5	ملح متبل	n
awn4-eeb2e1e2481aa	هِيرِيرُو	n
awn4-eeb2e6960be83	تيل باك	n
awn4-eeb2ede76f602	مندوب مبيعات	n
awn4-eeb2f290088d5	تربيع	n
awn4-eeb2f4fc45004	مؤلفة	n
awn4-eeb300713cee6	جنس السمك الفضي	n
awn4-eeb3048b33249	شَظِيَّة صخرية	n
awn4-eeb310496b96b	سائق حافلة	n
awn4-eeb3116348435	نبات معمر	n
awn4-eeb31edd53139	ضغط بثقل	v
awn4-eeb32ddd46f4b	وجبة كاملة محددة السعر	a
awn4-eeb3325ab150f	صحراء سونورا	n
awn4-eeb33a8fe5dd2	ناصِح	n
awn4-eeb341fa25d9b	مَائِل إِلَى الشُّحُوب	s
awn4-eeb34efd4a02a	سقاية	n
awn4-eeb3543fce0e3	بدلة بحار	n
awn4-eeb3601ef04e9	يشرب البورت	v
awn4-eeb36237f3fd8	قَلَوِيّ قَلِيلًا	s
awn4-eeb364016a688	مصعد	n
awn4-eeb373fb0e75d	حرف التدقيق	n
awn4-eeb38832d2187	تَصَوَّرَ	v
awn4-eeb39669bf421	كبريتات النحاس	n
awn4-eeb399f599fee	بَخُسَ	v
awn4-eeb39d7952e65	امتياز المقاول	n
awn4-eeb39dadef789	جنس ثيرموبسيس	n
awn4-eeb39de7a0215	جاموس الرأس	n
awn4-eeb3a05ccc3f3	ورم خبيث	n
awn4-eeb3a760c6ebf	أنثى الببر	n
awn4-eeb3b0948fd6c	فنان واقعي	n
awn4-eeb3b4133529d	قماش الشعر	n
awn4-eeb3c9b0ce567	كاتشو أسود	n
awn4-eeb3cd05f034d	أَضْفَى حَيَوِيَّة	v
awn4-eeb3e0090dd79	عاصمة الولاية	n
awn4-eeb3e0d83ca5d	فرنسيسكاني	n
awn4-eeb3f7bf698bd	صنع يدوياً	v
awn4-eeb3fc350f5e0	سنديك	n
awn4-eeb40794ca19d	غير مدبوغ	a
awn4-eeb415431f869	وِجْدَانِيّ	n
awn4-eeb416124d5c3	دعاء بالشر	n
awn4-eeb426042da00	جهاز سونار	n
awn4-eeb429ba5eeaf	كاسر الحجر الغربي	n
awn4-eeb42c24ddb6f	جنس ميتشيلا	n
awn4-eeb44047ffffc	يدرس	v
awn4-eeb453396f124	بروتوبلازم	n
awn4-eeb460050eaa3	مدفع وهمي	n
awn4-eeb462631fb3c	مُسْتَدَقّ الطَّرَف	s
awn4-eeb463ee92b5d	حصان العريش	n
awn4-eeb4687add259	رقص الجيترباغ	v
awn4-eeb46c45b95bd	بدلة رقص	n
awn4-eeb47106e4e09	السير توماس لورانس	n
awn4-eeb4843f19d9b	الحملة الصليبية السادسة	n
awn4-eeb494bb69739	دابة حمل	n
awn4-eeb4ac324317d	كربونيلي	a
awn4-eeb4ac89b92d5	صفقة تافهة	n
awn4-eeb4b3436bf27	تحف صغيرة	n
awn4-eeb4bc1801159	فضاء جوي	n
awn4-eeb4c733403bb	ظهر للعيان	v
awn4-eeb4d8d7dcede	حلوى اللوز	n
awn4-eeb4dfef988de	سباق السرعة	n
awn4-eeb4e53cc93e1	أنبوب النفخ	n
awn4-eeb4ed8fc3d84	تتالي	n
awn4-eeb4ef491591c	تداعي	a
awn4-eeb4f76bde93e	غَيْر مُمْرِض	a
awn4-eeb4fd5b77f18	غَيْر مُجَرَّب	s
awn4-eeb4fe1864ad8	مَوْعِظَة	n
awn4-eeb509377a5d1	دَبَّتْ فِيهِ الْحَيَاة	v
awn4-eeb50aafd3a80	غرفة الملابس الكنسية	n
awn4-eeb5146a42a9e	متعالي	n
awn4-eeb5151a84e57	بحر سيتو الداخلي	n
awn4-eeb518f613769	دكتوراه في طب الأسنان	n
awn4-eeb519e1efcc1	كريجي	n
awn4-eeb51af5f7300	ولدت توأماً	v
awn4-eeb51b9cd0d12	إهمال مشترك	n
awn4-eeb52a8249cb6	عَدَم إِزْعَاج	n
awn4-eeb532d1ebdc0	عثمان الأول	n
awn4-eeb535f22c2fb	منح إعانة	v
awn4-eeb536efe7de7	ستروفاريا	n
awn4-eeb547a1096fe	حفرة تجميع	n
awn4-eeb549a94e1df	جوزة الطيب الهيكوري	n
awn4-eeb54ae638035	ورق الخرطوش	n
awn4-eeb5516111c34	تَخْطِيطِيّ	s
awn4-eeb555cae3c0e	ورم نقوي	n
awn4-eeb558260f93b	جنس النرجس	n
awn4-eeb55973b2777	يان تينبرغن	n
awn4-eeb560d555cfa	صك غفران	n
awn4-eeb568c654cb7	استتباب	n
awn4-eeb574c2d71bc	علقة	n
awn4-eeb575bb4b1f1	تخلٍّ	n
awn4-eeb580895051c	سريلانكي	n
awn4-eeb5869c0c22e	سجن مركزي	n
awn4-eeb58fba6eadc	حبواً	r
awn4-eeb5a0b4455f6	مسنم	n
awn4-eeb5ab847331c	أداة من العصر الحجري الحديث	n
awn4-eeb5ad9dc80c6	غايتانو دونيزيتي	n
awn4-eeb5b1ac288c8	بالضبط	r
awn4-eeb5ba51c4df0	بِكَفَاءَة	r
awn4-eeb5bd8da9a4b	عَرْضِيًّا	r
awn4-eeb5c4c711fe2	سمعان	n
awn4-eeb5d35c39812	غلّف تغليفاً انكماشياً	v
awn4-eeb5dea4f507d	مزاح	n
awn4-eeb5e289df23c	أحرق الغطاء النباتي	v
awn4-eeb5e7f479144	ملء سلطانية	n
awn4-eeb60c5d7d458	أَغْرَى	v
awn4-eeb61a44323ba	قُوَّة إِقْنَاع	n
awn4-eeb62c59f37ae	جنس سوبراليا	n
awn4-eeb636f911343	بِلَا زَخَارِف	s
awn4-eeb63bc8b8c3f	قيامة المسيح	n
awn4-eeb6483f0fc00	حياكة مزدوجة	n
awn4-eeb657f3c5955	أكتيا	n
awn4-eeb65a310af88	ورث	v
awn4-eeb66debd5e93	فرا فيليبو ليبي	n
awn4-eeb673b06079c	صَفَّرَ (أثناء الحركة)	v
awn4-eeb677e1cfce6	بأسلوب كاثوليكي	r
awn4-eeb6798e5ac25	رياح عكسية تجارية	n
awn4-eeb684b88291b	مسح بـ	v
awn4-eeb68baf399f3	تريليوم	n
awn4-eeb68f8ee5064	خط فكري	n
awn4-eeb69bda2c3ad	مركز طبي	n
awn4-eeb6a775be0a9	نصف إله	n
awn4-eeb6ae96bad46	روكا	n
awn4-eeb6b70994b51	ثعبان الطوق	n
awn4-eeb6b7b1ab7fa	تغشى	v
awn4-eeb6d7eff0f49	نورس ضاحك	n
awn4-eeb6dcf2c94a2	شريان مأبضي	n
awn4-eeb6dd45b38e1	فوضوية	n
awn4-eeb6de143a725	عيادة السفينة	n
awn4-eeb6e7c2058b6	مُتَعَدِّد الأَلْوَان	s
awn4-eeb6f18fe95a7	جنس تريكوديزميوم	n
awn4-eeb6fde61ca39	منفذ السلسلة	n
awn4-eeb70efa44d3c	بومة أم قويق	n
awn4-eeb710f24e0e5	إفراج	n
awn4-eeb714b6c9a83	ثاني كرومات البوتاسيوم	n
awn4-eeb71638e4ebc	حاكم	n
awn4-eeb71d2b4455a	لَا مَثِيلَ لَهُ	s
awn4-eeb720d6f9ece	تعقيد	n
awn4-eeb725144b177	هادف	a
awn4-eeb730e019376	زهدي	a
awn4-eeb733fde944c	واشٍ	n
